charge,othername,casno,unikey,expose
0,"R 12, Refrigerant",75718,3955,1
0,R 13,75729,3956,1
0,R 14,75730,3957,1
0,R 143a,420462,3958,1
0,R 152a,75376,3959,1
0,R 20,67663,3960,1
0,R 20 (refrigerant),67663,3961,1
0,R 23,75467,3962,1
0,R 290,74986,3963,1
0,R 30,75092,3964,1
0,R 32,75105,3965,1
0,R 40,74873,3966,1
0,R 50,74828,3967,1
0,R 600a,75285,3968,1
0,"racemic-2,3-Dichlorobutane",2211678,3969,1
0,Ramp,107211,3970,1
0,Rcra waste number P005,107186,3971,1
0,Rcra waste number P015,7440417,3972,1
0,Rcra waste number P022,75150,3973,1
0,Rcra waste number P031,460195,3974,1
0,Rcra waste number P033,506774,3975,1
0,Rcra waste number P054,151564,3976,1
0,Rcra waste number P056,7782414,3977,1
0,Rcra waste number P063,74908,3978,1
0,Rcra waste number P078,10102440,3979,1
0,Rcra waste number P095,75445,3980,1
0,Rcra waste number P096,7803512,3981,1
0,Rcra waste number P116,79196,3982,1
0,Rcra waste number U001,75070,3983,1
0,Rcra waste number U002,67641,3984,1
0,Rcra waste number U003,75058,3985,1
0,Rcra waste number U006,75365,3986,1
0,Rcra waste number U007,79061,3987,1
0,Rcra waste number U008,79107,3988,1
0,Rcra waste number U009,107131,3989,1
0,Rcra waste number U019,71432,3990,1
0,Rcra waste number U031,71363,3991,1
0,Rcra waste number U033,353504,3992,1
0,Rcra waste number U041,106898,3993,1
0,Rcra waste number U043,75014,3994,1
0,Rcra waste number U044,67663,3995,1
0,Rcra waste number U045,74873,3996,1
0,Rcra waste number U053,4170303,3997,1
0,Rcra waste number U056,110827,3998,1
0,Rcra waste number U075,75718,3999,1
0,Rcra waste number U076,75343,4000,1
0,Rcra waste number U077,107062,4001,1
0,Rcra waste number U078,75354,4002,1
0,Rcra waste number U079,156605,4003,1
0,Rcra waste number U080,75092,4004,1
0,Rcra waste number U083,78875,4005,1
0,Rcra waste number U092,124403,4006,1
0,Rcra waste number U108,123911,4007,1
0,Rcra waste number U112,141786,4008,1
0,Rcra waste number U115,75218,4009,1
0,Rcra waste number U117,60297,4010,1
0,Rcra waste number U122,50000,4011,1
0,Rcra waste number U123,64186,4012,1
0,Rcra waste number U124,110009,4013,1
0,Rcra waste number U133,302012,4014,1
0,Rcra waste number U134,7664393,4015,1
0,Rcra waste number U135,7783064,4016,1
0,Rcra waste number U140,78831,4017,1
0,Rcra waste number U149,109773,4018,1
0,Rcra waste number U153,74931,4019,1
0,Rcra waste number U154,67561,4020,1
0,Rcra waste number U159,78933,4021,1
0,Rcra waste number U194,107108,4022,1
0,Rcra waste number U196,110861,4023,1
0,Rcra waste number U210,127184,4024,1
0,Rcra waste number U211,56235,4025,1
0,Rcra waste number U213,109999,4026,1
0,Rcra waste number U219,62566,4027,1
0,Rcra waste number U226,71556,4028,1
0,Rcra waste number U228,79016,4029,1
0,Rcra waste number U238,51796,4030,1
0,RC-Schwefel Extra,7704349,4031,1
0,Red phosphorus,7723140,4032,1
0,Refrigerant 11,75694,4033,1
0,Refrigerant 12,75718,4034,1
0,Refrigerant 13,75729,4035,1
0,Refrigerant 14,75730,4036,1
0,Refrigerant R11,75694,4037,1
0,Rimso 50,67685,4038,1
0,RMC,7439954,4039,1
0,Roach salt,7681494,4040,1
0,Rock salt,7647145,4041,1
0,Rohrputz,1310732,4042,1
0,Rohrreiniger Rofix,1310732,4043,1
0,R-Pentine,542927,4044,1
0,Rubean,79403,4045,1
0,Rubeane,79403,4046,1
0,Rubeanic acid,79403,4047,1
0,Rubigine,7664393,4048,1
0,RVK,79403,4049,1
0,Saeure fluoride,7782414,4050,1
0,Saline,7647145,4051,1
0,Salpetersaure,7697372,4052,1
0,Salpeterzuuroplossingen,7697372,4053,1
0,Salt,7647145,4054,1
0,Salzsaeure,7647010,4055,1
0,Sarcosin,107971,4056,1
0,Sarcosine,107971,4057,1
0,Sarcosinic acid,107971,4058,1
0,Schwefeldioxyd,7446095,4059,1
0,Schwefelkohlenstoff,75150,4060,1
0,Schwefelsaeureloesungen,7664939,4061,1
0,Schwefelwasserstoff,7783064,4062,1
0,Sconatex,75354,4063,1
0,SD Alchol 23-hydrogen,64175,4064,1
0,SD alcohol 23-hydrogen,64175,4065,1
0,s-Dichloroethane,107062,4066,1
0,s-Dicyanoethane,110612,4067,1
0,Sea salt,7647145,4068,1
0,Seawater magnesia,1309484,4069,1
0,sec-Amyl Alcohol,6032297,4070,1
0,sec-Butanamine,13952846,4071,1
0,sec-Butanethiol,513531,4072,1
0,sec-Butyl Chloride,78864,4073,1
0,sec-Butyl mercaptan,513531,4074,1
0,sec-Butyl mercaptan,513531,4075,1
0,sec-Butyl radical,2348552,4076,1
0,sec-Butyl thioalcohol,513531,4077,1
0,sec-Butyl thiol,513531,4078,1
0,sec-Butylamine,13952846,4079,1
0,sec-Butylcarbinol,137326,4080,1
0,sec-C4H9,2348552,4081,1
0,sec-C4H9Cl,78864,4082,1
0,sec-C4H9NH2,13952846,4083,1
0,sec-C4H9SH,513531,4084,1
0,sec-Isoamyl Alcohol,598754,4085,1
0,sec-n-Amyl alcohol,6032297,4086,1
0,Secondary butylamine,13952846,4087,1
0,Secondary butylmercaptan,513531,4088,1
0,sec-Pentanol,6032297,4089,1
0,sec-Pentyl alcohol,6032297,4090,1
0,sec-Propanol,67630,4091,1
0,sec-Propyl Alcohol,67630,4092,1
0,sec-Propyl chloride,75296,4093,1
0,sec-Propylamine,75310,4094,1
0,"Semicarbazide, 3-thio-",79196,4095,1
0,"Semicarbazide, thio-",79196,4096,1
0,Sentry Propylene Glycol,57556,4097,1
0,S-Ethyl ethanethioate,625605,4098,1
0,S-Ethyl thioacetate,625605,4099,1
0,S-Ethyl thiolacetate,625605,4100,1
0,s-Ethylene dimercaptan,540636,4101,1
0,Shell unkrautted A,107186,4102,1
0,Shell Unkrauttod A,107186,4103,1
0,Siarki dwutlenek,7446095,4104,1
0,Siarkowodor,7783064,4105,1
0,Silaethane,992949,4106,1
0,Silane,7803625,4107,1
0,"Silane, chloro-",13465786,4108,1
0,"Silane, fluoro-",13537332,4109,1
0,"Silane, methyl-",992949,4110,1
0,"Silane, tetrachloro-",10026047,4111,1
0,"Silane, tetrafluoro-",7783611,4112,1
0,"Silane, trichloro-",10025782,4113,1
0,Silica,7631869,4114,1
0,Silicane,7803625,4115,1
0,Silicic anhydride,7631869,4116,1
0,Silici-chloroforme,10025782,4117,1
0,Silicio(tetracloruro di),10026047,4118,1
0,Silicium(tetrachlorure de),10026047,4119,1
0,Siliciumchloroform,10025782,4120,1
0,Siliciumtetrachlorid,10026047,4121,1
0,Siliciumtetrachloride,10026047,4122,1
0,Silicochloroform,10025782,4123,1
0,Silicoethane,1590870,4124,1
0,Silicon,7440213,4125,1
0,Silicon chloride,10026047,4126,1
0,Silicon chloride (SiCl4),10026047,4127,1
0,Silicon dimer,12597352,4128,1
0,Silicon dioxide,7631869,4129,1
0,Silicon fluoride,7783611,4130,1
0,Silicon fluoride,11128248,4131,1
0,Silicon fluoride (SiF4),7783611,4132,1
0,Silicon hydride,7803625,4133,1
0,Silicon hydride,13774942,4134,1
0,Silicon hydride (SiH4),7803625,4135,1
0,Silicon monosulfide,12504415,4136,1
0,Silicon monoxide,10097286,4137,1
0,Silicon nitride,12033602,4138,1
0,Silicon nitride (SiN),12033602,4139,1
0,Silicon oxide,7631869,4140,1
0,Silicon oxide,10097286,4141,1
0,Silicon sulfide,12504415,4142,1
0,Silicon tetrachloride,10026047,4143,1
0,Silicon tetrafluoride,7783611,4144,1
0,Silicon tetrahydride,7803625,4145,1
0,Silicon(II) oxide,10097286,4146,1
0,Silicon(IV) chloride,10026047,4147,1
0,Silicon(IV) oxide,7631869,4148,1
0,Silyl radical,13765441,4149,1
0,Silylene,13825906,4150,1
0,Silylene radical,13825906,4151,1
0,"Silylene, oxo-",10097286,4152,1
0,Silylidyne,13774942,4153,1
0,"Silylidyne, fluoro-",11128248,4154,1
0,Singlet oxygen,17778802,4155,1
0,Sirlene,57556,4156,1
0,SKEkhG,106898,4157,1
0,Skellysolve A,109660,4158,1
0,Skellysolve B,110543,4159,1
0,Slow Sodium,7647145,4160,1
0,"s-N,N-Dimethyl nitramine",4164287,4161,1
0,Soda lye,1310732,4162,1
0,"Soda, caustic",1310732,4163,1
0,Sodio(idrossido di),1310732,4164,1
0,Sodium,7440235,4165,1
0,Sodium,25681792,4166,1
0,Sodium chloric,7647145,4167,1
0,Sodium Chloride,7647145,4168,1
0,Sodium chloride,12258989,4169,1
0,Sodium chloride (Na4Cl4),7647145,4170,1
0,Sodium chloride (NaCl),7647145,4171,1
0,"Sodium chloride brine, purified",7647145,4172,1
0,Sodium chloride dimer,12258989,4173,1
0,"Sodium chloride, hypertonic",7647145,4174,1
0,"Sodium chloride, isotonic",7647145,4175,1
0,Sodium dimer,25681792,4176,1
0,Sodium flouride,7681494,4177,1
0,Sodium Fluoride,7681494,4178,1
0,Sodium fluoride (Na2F2),7681494,4179,1
0,Sodium fluoride (NaF),7681494,4180,1
0,Sodium fluoride cyclic dimer,7681494,4181,1
0,Sodium fluorure,7681494,4182,1
0,Sodium hydrate,1310732,4183,1
0,Sodium hydride,7646697,4184,1
0,Sodium hydride (NaH),7646697,4185,1
0,Sodium hydrofluoride,7681494,4186,1
0,Sodium Hydroxide,1310732,4187,1
0,Sodium hydroxide (Na(OH)),1310732,4188,1
0,"Sodium hydroxide, anhydrous",1310732,4189,1
0,Sodium monochloride,7647145,4190,1
0,Sodium monofluoride,7681494,4191,1
0,Sodium monoxide,12401864,4192,1
0,Sodium oxide,12401864,4193,1
0,Sodium(hydroxyde de),1310732,4194,1
0,Sofril,7704349,4195,1
0,Solaesthin,75092,4196,1
0,Solar winter ban,57556,4197,1
0,Solargard P,57556,4198,1
0,Solfuro di carbonio,75150,4199,1
0,Solmethine,75092,4200,1
0,Solvent 111,71556,4201,1
0,Solvent ether,60297,4202,1
0,Somipront,67685,4203,1
0,Sous-azote de carbone,1071983,4204,1
0,Spectrar,67630,4205,1
0,Spent sulfuric acid,7664939,4206,1
0,Sperlox-S,7704349,4207,1
0,Spersul,7704349,4208,1
0,Spersul thiovit,7704349,4209,1
0,Spirit of Hartshorn,7664417,4210,1
0,Spirits of salt,7647010,4211,1
0,Spirits of wine,64175,4212,1
0,Spiro[2.2]pentane,157404,4213,1
0,Spiropentane,157404,4214,1
0,Spirt,64175,4215,1
0,SQ 9453,67685,4216,1
0,SQ 9453 roxyethane,67685,4217,1
0,SS Salt,7647145,4218,1
0,Star,56815,4219,1
0,Sterilizing gas ethylene oxide 100%,75218,4220,1
0,Sterisol hand disinfectant,67630,4221,1
0,Sterling,7647145,4222,1
0,Stickstoffdioxid,10102440,4223,1
0,Stikstofdioxyde,10102440,4224,1
0,Stink damp,7783064,4225,1
0,s-Triazine,290879,4226,1
0,"s-Triazine-(1,3,5)",290879,4227,1
0,s-Triazole,288880,4228,1
0,s-Trioxan,110883,4229,1
0,s-Trioxane,110883,4230,1
0,s-Trixane,110883,4231,1
0,Strobane,71556,4232,1
0,Sublimed sulfur,7704349,4233,1
0,Succinic acid dinitrile,110612,4234,1
0,Succinic acid nitrile,110612,4235,1
0,Succinic dinitrile,110612,4236,1
0,Succinil,110612,4237,1
0,Succinodinitrile,110612,4238,1
0,Succinonitrile,110612,4239,1
0,Sucol B,110634,4240,1
0,Sufran,7704349,4241,1
0,Sufran D,7704349,4242,1
0,Sukcinonitril,110612,4243,1
0,Sulfan,7446119,4244,1
0,Sulfex,7704349,4245,1
0,Sulfidal,7704349,4246,1
0,"Sulfide, butyl methyl",628295,4247,1
0,"Sulfide, ethyl isopropyl",5145993,4248,1
0,"Sulfide, ethyl methyl",624895,4249,1
0,"Sulfide, ethyl propyl",4110503,4250,1
0,"Sulfide, isopropyl methyl",1551219,4251,1
0,"Sulfide, tert-butyl methyl",6163640,4252,1
0,Sulfinylbis[Methane],67685,4253,1
0,Sulfodor,352932,4254,1
0,Sulfonyl chloride,7791255,4255,1
0,Sulforon,7704349,4256,1
0,Sulfur,7704349,4257,1
0,Sulfur,23550450,4258,1
0,Sulfur atom,7704349,4259,1
0,Sulfur chloride,14989323,4260,1
0,Sulfur chloride,39594917,4261,1
0,Sulfur dioxide,7446095,4262,1
0,Sulfur fluoride,16068965,4263,1
0,Sulfur hydride,7783064,4264,1
0,Sulfur monoxide,13827322,4265,1
0,Sulfur nitride,12033566,4266,1
0,Sulfur oxide,7446095,4267,1
0,Sulfur oxide,13827322,4268,1
0,Sulfur oxide,20901217,4269,1
0,Sulfur oxide (SO2),7446095,4270,1
0,Sulfur oxide (SO3),7446119,4271,1
0,Sulfur Soap,7704349,4272,1
0,Sulfur trioxide,7446119,4273,1
0,"Sulfur trioxide, stabilized",7446119,4274,1
0,"Sulfur, Precipitated",7704349,4275,1
0,Sulfurane,420122,4276,1
0,Sulfure de methyle,75183,4277,1
0,Sulfureted hydrogen,7783064,4278,1
0,Sulfuretted hydrogen,7783064,4279,1
0,Sulfuric Acid,7664939,4280,1
0,"Sulfuric acid, spent",7664939,4281,1
0,Sulfuric anhydride,7446119,4282,1
0,Sulfuric chloride,7791255,4283,1
0,Sulfuric oxide,7446119,4284,1
0,Sulfuric oxychloride,7791255,4285,1
0,Sulfurous acid anhydride,7446095,4286,1
0,"Sulfurous acid, dimethyl ester",616422,4287,1
0,Sulfurous anhydride,7446095,4288,1
0,Sulfurous oxide,7446095,4289,1
0,Sulfuryl chloride,7791255,4290,1
0,Sulikol,7704349,4291,1
0,Sulkol,7704349,4292,1
0,Sulourea,62566,4293,1
0,Sulphocarbonic anhydride,75150,4294,1
0,Sulphonylbismethane,67710,4295,1
0,Sulphur dioxide,7446095,4296,1
0,Sulphuric acid,7664939,4297,1
0,Sulphurous acid dimethyl ester,616422,4298,1
0,Sulphuryl-chloride-,7791255,4299,1
0,Sulsol,7704349,4300,1
0,Sultaf,7704349,4301,1
0,Super cosan,7704349,4302,1
0,Supercel 3000,57136,4303,1
0,Superlysoform,50000,4304,1
0,Superol,56815,4305,1
0,Superoxol,7722841,4306,1
0,Sure Shot,109693,4307,1
0,Suxil,110612,4308,1
0,Svovl,7704349,4309,1
0,sym-Allylene,463490,4310,1
0,sym-Dichloroethane,107062,4311,1
0,sym-Dicyanoethane,110612,4312,1
0,sym-Dimethylurea,96311,4313,1
0,Symmetric dimethylurea,96311,4314,1
0,sym-Triazine,290879,4315,1
0,sym-Trioxane,110883,4316,1
0,Syntexan,67685,4317,1
0,Synthetic glycerin,56815,4318,1
0,Synthetic glycerine,56815,4319,1
0,Table salt,7647145,4320,1
0,Tafclean,71556,4321,1
0,Takineocol,67630,4322,1
0,t-Butanol,75650,4323,1
0,t-Butyl alchohol,75650,4324,1
0,t-Butyl hydroxide,75650,4325,1
0,t-Butyl mercaptan,75661,4326,1
0,t-Butylacetylene,917920,4327,1
0,t-Butylamine,75649,4328,1
0,TCE,79016,4329,1
0,TCH,2231574,4330,1
0,TCM,67663,4331,1
0,Tecsol,64175,4332,1
0,Tecsol C,64175,4333,1
0,Tereton,79209,4334,1
0,tert-Amyl mercaptan,1679090,4335,1
0,tert-Butane,75285,4336,1
0,tert-Butanethiol,75661,4337,1
0,tert-Butanol,75650,4338,1
0,tert-Butyl Alcohol,75650,4339,1
0,tert-Butyl Chloride,507200,4340,1
0,tert-Butyl hydroxide,75650,4341,1
0,tert-Butyl methyl ether,1634044,4342,1
0,tert-Butyl Methyl sulfide,6163640,4343,1
0,tert-Butyl methyl sulphide,6163640,4344,1
0,tert-Butyl radical,1605738,4345,1
0,tert-Butylacetylene,917920,4346,1
0,tert-Butylamine,75649,4347,1
0,tert-Butylcyanide,630182,4348,1
0,tert-Butylmercaptan,75661,4349,1
0,tert-Butylnitrile,630182,4350,1
0,tert-Butylthiol,75661,4351,1
0,tert-C4H9,1605738,4352,1
0,tert-C4H9Cl,507200,4353,1
0,tert-C4H9NH2,75649,4354,1
0,tert-C4H9OCH3,1634044,4355,1
0,tert-C4H9OH,75650,4356,1
0,tert-C4H9SH,75661,4357,1
0,Tertiary-butyl chloride,507200,4358,1
0,tert-Pentane,463821,4359,1
0,tert-Pentyl mercaptan,1679090,4360,1
0,Tescol,107211,4361,1
0,Tetlen,127184,4362,1
0,Tetraazacyclopentadiene,288948,4363,1
0,Tetracap,127184,4364,1
0,Tetrachlooretheen,127184,4365,1
0,Tetrachloorkoolstof,56235,4366,1
0,Tetrachloormetaan,56235,4367,1
0,Tetrachloraethen,127184,4368,1
0,Tetrachlorethylene,127184,4369,1
0,"Tetrachlorkohlenstoff, tetra",56235,4370,1
0,Tetrachlormethan,56235,4371,1
0,Tetrachlorocarbon,56235,4372,1
0,Tetrachloroethane,127184,4373,1
0,Tetrachloroethene,127184,4374,1
0,Tetrachloroethylene,127184,4375,1
0,Tetrachloroethylene mos,127184,4376,1
0,Tetrachloromethane,56235,4377,1
0,Tetrachlorosilane,10026047,4378,1
0,Tetrachlorosilicon,10026047,4379,1
0,Tetrachlorure de carbone,56235,4380,1
0,Tetrachlorure de silicium,10026047,4381,1
0,Tetracloroetene,127184,4382,1
0,Tetraclorometano,56235,4383,1
0,Tetracloruro di carbonio,56235,4384,1
0,Tetrafinol,56235,4385,1
0,Tetrafluorethylene,116143,4386,1
0,Tetrafluoroethene,116143,4387,1
0,"Ethane, tetrafluoro-",116143,4388,1
0,"Tetrafluoroethylene, inhibited",116143,4389,1
0,Tetrafluoromethane,75730,4390,1
0,Tetrafluorosilane,7783611,4391,1
0,Tetraform,56235,4392,1
0,Tetraguer,127184,4393,1
0,"Tetrahydro-1,4-dioxin",123911,4394,1
0,Tetrahydro-2-furanone,96480,4395,1
0,Tetrahydro-2H-pyran,142687,4396,1
0,Tetrahydro-2H-thiopyran,1613510,4397,1
0,Tetrahydro-2-methylthiophene,1795091,4398,1
0,Tetrahydro-2-thiophenone,1003107,4399,1
0,Tetrahydro-3-methylthiophene,4740005,4400,1
0,Tetrahydrofuraan,109999,4401,1
0,Tetrahydrofuran,109999,4402,1
0,Tetrahydrofuranne,109999,4403,1
0,Tetrahydro-p-dioxin,123911,4404,1
0,Tetrahydropyran,142687,4405,1
0,Tetrahydropyrrole,123751,4406,1
0,Tetrahydrothiapyran,1613510,4407,1
0,Tetrahydrothiofen,110010,4408,1
0,Tetrahydrothiophen,110010,4409,1
0,Tetrahydrothiophen-3-one,1003049,4410,1
0,Tetrahydrothiophene,110010,4411,1
0,Tetrahydrothiophene-3-one,1003049,4412,1
0,Tetrahydrothiopyran,1613510,4413,1
0,Tetraidrofurano,109999,4414,1
0,Tetraleno,127184,4415,1
0,Tetralex,127184,4416,1
0,Tetramethylcarbon,463821,4417,1
0,Tetramethylene,287230,4418,1
0,"Tetramethylene 1,4-diol",110634,4419,1
0,Tetramethylene chloride,110565,4420,1
0,Tetramethylene dimercaptan,1191088,4421,1
0,Tetramethylene glycol,110634,4422,1
0,Tetramethylene oxide,109999,4423,1
0,Tetramethylene sulfide,110010,4424,1
0,Tetramethylene sulphide,110010,4425,1
0,Tetramethylenedithiol,1191088,4426,1
0,Tetramethylenimine,123751,4427,1
0,Tetramethylethene,563791,4428,1
0,Tetramethylethylene,563780,4429,1
0,Tetramethylethylene,563791,4430,1
0,Tetramethylmethane,463821,4431,1
0,Tetrasol,56235,4432,1
0,Tetravec,127184,4433,1
0,Tetrazole,288948,4434,1
0,Tetroguer,127184,4435,1
0,Tetrole,110009,4436,1
0,Tetropil,127184,4437,1
0,TFE,116143,4438,1
0,t-Fluoride,7681494,4439,1
0,T-Gas,75218,4440,1
0,Thanol,64175,4441,1
0,Thermalox,1304569,4442,1
0,THF,109999,4443,1
0,Thiacyclobutane,287274,4444,1
0,Thiacyclohexane,1613510,4445,1
0,Thiacyclopentadiene,110021,4446,1
0,Thiacyclopentan-2-one,1003107,4447,1
0,Thiacyclopentane,110010,4448,1
0,Thiacyclopentanone-2,1003107,4449,1
0,Thiacyclopropane,420122,4450,1
0,Thiane,1613510,4451,1
0,Thiaphene,110021,4452,1
0,"Thiazole, 4-methyl-",693958,4453,1
0,Thietane,287274,4454,1
0,"Thiete 1,1-dioxide",7285327,4455,1
0,Thiete sulfone,7285327,4456,1
0,Thiirane,420122,4457,1
0,"Thiirane, 2-methyl-",1072431,4458,1
0,"Thiirane, methyl-",1072431,4459,1
0,"Thiirene, 2,3-dihydro-",420122,4460,1
0,Thilane,110010,4461,1
0,Thioacetaldehyde,6851930,4462,1
0,"Thioacetic acid, ethyl ester",625605,4463,1
0,Thiobismethane,75183,4464,1
0,Thiocarbamide,62566,4465,1
0,Thiocarbamoylhydrazine,79196,4466,1
0,Thiocarbamylhydrazine,79196,4467,1
0,Thiocarbazide,2231574,4468,1
0,Thiocarbohydrazide,2231574,4469,1
0,Thiocarbonic acid diamide,62566,4470,1
0,Thiocarbonic dihydrazide,2231574,4471,1
0,Thiocarbonohydrazide,2231574,4472,1
0,Thioethanol,75081,4473,1
0,Thioethyl alcohol,75081,4474,1
0,Thioethyl ether,352932,4475,1
0,Thiofan,110010,4476,1
0,Thiofen,110021,4477,1
0,Thioformaldehyde,865361,4478,1
0,Thiofuram,110021,4479,1
0,Thiofuran,110021,4480,1
0,Thiofurfuran,110021,4481,1
0,Thiolan,110010,4482,1
0,Thiolan-2-one,1003107,4483,1
0,Thiolane,110010,4484,1
0,Thiole,110021,4485,1
0,Thiolux,7704349,4486,1
0,Thiomethanol,74931,4487,1
0,Thiomocovina,62566,4488,1
0,Thiophane,110010,4489,1
0,Thiophen,110021,4490,1
0,Thiophene,110021,4491,1
0,"Thiophene, 2,3-dihydro-",1120598,4492,1
0,"Thiophene, 2,5-dihydro-",1708323,4493,1
0,"Thiophene, 2-methyl-",554143,4494,1
0,"Thiophene, 3-methyl-",616444,4495,1
0,"Thiophene, tetrahydro-",110010,4496,1
0,"Thiophene, tetrahydro-2-methyl-",1795091,4497,1
0,"Thiophene, tetrahydro-3-methyl-",4740005,4498,1
0,Thiosemicarbazide,79196,4499,1
0,Thiotetrole,110021,4500,1
0,Thiourea,62566,4501,1
0,Thiovit,7704349,4502,1
0,Thiuronium,62566,4503,1
0,THP,142687,4504,1
0,Threthylen,79016,4505,1
0,Threthylene,79016,4506,1
0,THT,110010,4507,1
0,THU,62566,4508,1
0,TL 314,107131,4509,1
0,TL 337,151564,4510,1
0,TL 423,541413,4511,1
0,TL 75,7783553,4512,1
0,TL 907,1115157,4513,1
0,TLD 100,7789244,4514,1
0,TLD 700,7789244,4515,1
0,TMA,75503,4516,1
0,TOP FLAKE,7647145,4517,1
0,Topsym,67685,4518,1
0,"trans,trans-2,4-Hexadiene",5194514,4519,1
0,trans-&beta;-Amylene,646048,4520,1
0,"trans-1,2-Dichloroethene",156605,4521,1
0,"trans-1,2-Dichloroethylene",156605,4522,1
0,"trans-1,2-Dicyanoethylene",764421,4523,1
0,"trans-1,2-Difluorodiazene",13776620,4524,1
0,"trans-1,2-Difluorodiimide",13776620,4525,1
0,"trans-1,2-Dimethylethylene",624646,4526,1
0,"trans-1,3,5-Hexatriene",821078,4527,1
0,"trans-1,3-Pentadiene",2004708,4528,1
0,"trans-1,4-Hexadiene",7319008,4529,1
0,trans-1-Methylbutadiene,2004708,4530,1
0,trans-2-Butene,624646,4531,1
0,trans-2-Penten-4-Yne,2004695,4532,1
0,trans-2-Pentene,646048,4533,1
0,trans-3-Methyl-2-Pentene,616126,4534,1
0,trans-3-Penten-1-Yne,2004695,4535,1
0,trans-Acetylene dichloride,156605,4536,1
0,trans-Butadiene,106990,4537,1
0,trans-Butene,624646,4538,1
0,"trans-Di-1,2-Chloroethylene",156605,4539,1
0,trans-Dichloroethylene,156605,4540,1
0,trans-Difluorodiazene,13776620,4541,1
0,trans-Hexatriene,821078,4542,1
0,trans-Piperylene,2004708,4543,1
0,trans-trans-Hexatriene,821078,4544,1
0,Trethylene,79016,4545,1
0,Tri,79016,4546,1
0,Triad,79016,4547,1
0,Trial,79016,4548,1
0,Triasol,79016,4549,1
0,Triatomic oxygen,10028156,4550,1
0,Trichlooretheen,79016,4551,1
0,"Trichloorethyleen, tri",79016,4552,1
0,Trichloormethaan,67663,4553,1
0,Trichloorsilaan,10025782,4554,1
0,"Trichloraethylen, tri",79016,4555,1
0,"Trichloro-1,1,1-ethane",71556,4556,1
0,Trichloroboron,10294345,4557,1
0,Trichloroethene,79016,4558,1
0,Trichloroethylene,79016,4559,1
0,Trichloromethane,67663,4560,1
0,Trichloromethyl,3170807,4561,1
0,Trichloromethyl radical,3170807,4562,1
0,Trichloromethylmethane,71556,4563,1
0,Trichloromonofluoromethane,75694,4564,1
0,Trichloromonosilane,10025782,4565,1
0,Trichlorophosphine oxide,10025873,4566,1
0,Trichlorosilane,10025782,4567,1
0,Tricloretene,79016,4568,1
0,Tricloroetilene,79016,4569,1
0,Triclorosilano,10025782,4570,1
0,Trielin,79016,4571,1
0,Trielina,79016,4572,1
0,Tri-ethane,71556,4573,1
0,Trichloraethen,79016,4574,1
0,Trichloran,79016,4575,1
0,Trichloren,79016,4576,1
0,Trichlorethene,79016,4577,1
0,Trichlorethylene,79016,4578,1
0,"Trichlorethylene, tri",79016,4579,1
0,Trichlormethan,67663,4580,1
0,Trichloroaluminum,7446700,4581,1
0,Trichloroborane,10294345,4582,1
0,Trichloroethane,71556,4583,1
0,Trichlorofluoromethane,75694,4584,1
0,Trichloroform,67663,4585,1
0,Trichlorohydrin,96184,4586,1
0,Trichlorophosphorus oxide,10025873,4587,1
0,Trichloropropane,96184,4588,1
0,Trichlorsilan,10025782,4589,1
0,Tri-Clene,79016,4590,1
0,Triclorofluormethane,75694,4591,1
0,Triclorometano,67663,4592,1
0,Trielene,79016,4593,1
0,Trieline,79016,4594,1
0,Trifluoramine oxide,13847659,4595,1
0,Trifluoroacetonitrile,353855,4596,1
0,Trifluoroamine,7783542,4597,1
0,Trifluoroboron,7637072,4598,1
0,Trifluoromethane,75467,4599,1
0,Trifluoromethyl Chloride,75729,4600,1
0,Trifluorophosphine,7783553,4601,1
0,Trifluorophosphorus oxide,13478201,4602,1
0,Trifluorure de chlore,7790912,4603,1
0,Trimar,79016,4604,1
0,Trimethyl glycol,57556,4605,1
0,Trimethylmethanol,75650,4606,1
0,Trioxan,110883,4607,1
0,Trioxychlorofluoride,7616946,4608,1
0,TSC,79196,4609,1
0,T-Stuff,7722841,4610,1
0,TSZ,79196,4611,1
0,Ucar 17,107211,4612,1
0,Ucon 12,75718,4613,1
0,UN 1008,7637072,4614,1
0,UN 1022,75729,4615,1
0,UN 1027,75194,4616,1
0,UN 1050,7647010,4617,1
0,UN 1055,115117,4618,1
0,UN 1064,74931,4619,1
0,UN 1066,7727379,4620,1
0,UN 1067,10102440,4621,1
0,UN 1069,2696926,4622,1
0,UN 1070,10024972,4623,1
0,UN 1072,7782447,4624,1
0,UN 1075,115117,4625,1
0,UN 1077,115071,4626,1
0,UN 1111,110667,4627,1
0,UN 1114,71432,4628,1
0,UN 1143,4170303,4629,1
0,UN 1145,110827,4630,1
0,UN 1167,109933,4631,1
0,UN 1173,141786,4632,1
0,UN 1182,541413,4633,1
0,UN 1185,151564,4634,1
0,UN 1208,75832,4635,1
0,UN 1208,107835,4636,1
0,UN 1212,78831,4637,1
0,UN 1218,78795,4638,1
0,UN 1219,67630,4639,1
0,UN 1414,7580678,4640,1
0,UN 1777,7789211,4641,1
0,UN 1779,64186,4642,1
0,UN 1789,7647010,4643,1
0,UN 1860,75025,4644,1
0,UN 1897,127184,4645,1
0,UN 1959,75387,4646,1
0,UN 1969,75285,4647,1
0,UN 2209,50000,4648,1
0,UN 2350,628284,4649,1
0,UN 2363,75081,4650,1
0,UN 2370,592416,4651,1
0,UN 2377,534156,4652,1
